id,p_age,trialnum,target,rightpic,leftpic,chosen,chosenside,chosenpic,date,time,occurrence,person,gameid,gametrial,subid,trial,age,measure,value
3,7,1,D1,D1,H1,1,L,D1,2/13/2020,11:40:21,1,parent,57,01,57,1,8,log_rt,9.2077369861060685
3,7,2,A1,A1,I1,2,L,A1,2/13/2020,11:40:21,2,child,74,37,74,37,6,correct,1
3,7,2,A1,A1,I1,2,L,A1,2/13/2020,11:40:21,2,child,74,37,74,37,6,rt,2964
3,7,2,A1,A1,I1,2,L,A1,2/13/2020,11:40:21,2,child,74,37,74,37,6,log_rt,7.994294986415977
3,7,4,B1,B1,D1,2,L,B1,2/13/2020,11:40:21,2,child,66,31,66,31,6,correct,1
3,7,4,B1,B1,D1,2,L,B1,2/13/2020,11:40:21,2,child,66,31,66,31,6,rt,2557
3,7,4,B1,B1,D1,2,L,B1,2/13/2020,11:40:21,2,child,66,31,66,31,6,log_rt,7.846589975291186
3,7,3,G1,E1,G1,2,R,G1,2/13/2020,11:40:21,2,child,72,33,72,33,8,correct,1
3,7,3,G1,E1,G1,2,R,G1,2/13/2020,11:40:21,2,child,72,33,72,33,8,rt,2076
3,7,3,G1,E1,G1,2,R,G1,2/13/2020,11:40:21,2,child,72,33,72,33,8,log_rt,7.638198244285779
3,7,5,F1,B1,F1,1,R,F1,2/13/2020,11:40:21,1,parent,50,03,50,3,6,correct,1
3,7,5,F1,B1,F1,1,R,F1,2/13/2020,11:40:21,1,parent,50,03,50,3,6,rt,3357
3,7,5,F1,B1,F1,1,R,F1,2/13/2020,11:40:21,1,parent,50,03,50,3,6,log_rt,8.118802996980035
3,7,7,E1,I1,E1,2,R,E1,2/13/2020,11:40:21,2,parent,70,40,70,40,6,correct,1
3,7,7,E1,I1,E1,2,R,E1,2/13/2020,11:40:21,2,parent,70,40,70,40,6,rt,2010
3,7,7,E1,I1,E1,2,R,E1,2/13/2020,11:40:21,2,parent,70,40,70,40,6,log_rt,7.605890001053122
3,7,8,K1,B1,K1,2,R,K1,2/13/2020,11:40:21,2,child,11,33,11,33,4,correct,1
3,7,8,K1,B1,K1,2,R,K1,2/13/2020,11:40:21,2,child,11,33,11,33,4,rt,2018
3,7,8,K1,B1,K1,2,R,K1,2/13/2020,11:40:21,2,child,11,33,11,33,4,log_rt,7.609862200913554
3,7,9,H1,H1,E1,1,L,H1,2/13/2020,11:40:21,1,parent,75,09,75,9,8,correct,1
3,7,9,H1,H1,E1,1,L,H1,2/13/2020,11:40:21,1,parent,75,09,75,9,8,rt,3261
3,7,9,H1,H1,E1,1,L,H1,2/13/2020,11:40:21,1,parent,75,09,75,9,8,log_rt,8.089789175789319
5,7,0,A1,D1,A1,2,R,A1,2/13/2020,11:55:29,2,child,69,33,69,33,6,correct,1
5,7,0,A1,D1,A1,2,R,A1,2/13/2020,11:55:29,2,child,69,33,69,33,6,rt,6076
5,7,0,A1,D1,A1,2,R,A1,2/13/2020,11:55:29,2,child,69,33,69,33,6,log_rt,8.712101863715663
5,7,1,K1,K1,A1,2,L,K1,2/13/2020,11:55:29,2,child,56,35,56,35,4,correct,1
5,7,1,K1,K1,A1,2,L,K1,2/13/2020,11:55:29,2,child,56,35,56,35,4,rt,3136
5,7,1,K1,K1,A1,2,L,K1,2/13/2020,11:55:29,2,child,56,35,56,35,4,log_rt,8.0507033814703
5,7,2,F1,G1,F1,1,R,F1,2/13/2020,11:55:29,1,parent,7,09,7,9,6,correct,1
5,7,2,F1,G1,F1,1,R,F1,2/13/2020,11:55:29,1,parent,7,09,7,9,6,rt,3328
5,7,2,F1,G1,F1,1,R,F1,2/13/2020,11:55:29,1,parent,7,09,7,9,6,log_rt,8.1101268019411
5,7,3,D1,D1,H1,2,R,H1,2/13/2020,11:55:29,2,child,7,31,7,31,6,correct,0
5,7,3,D1,D1,H1,2,R,H1,2/13/2020,11:55:29,2,child,7,31,7,31,6,rt,2801
5,7,3,D1,D1,H1,2,R,H1,2/13/2020,11:55:29,2,child,7,31,7,31,6,log_rt,7.937731775260109
5,7,4,E1,E1,I1,1,L,E1,2/13/2020,11:55:29,1,parent,21,01,21,1,8,correct,1
5,7,4,E1,E1,I1,1,L,E1,2/13/2020,11:55:29,1,parent,21,01,21,1,8,rt,3639
5,7,4,E1,E1,I1,1,L,E1,2/13/2020,11:55:29,1,parent,21,01,21,1,8,log_rt,8.19946419761216
5,7,6,H1,H1,D1,2,R,D1,2/13/2020,11:55:29,2,child,65,33,65,33,4,correct,0
5,7,6,H1,H1,D1,2,R,D1,2/13/2020,11:55:29,2,child,65,33,65,33,4,rt,3520
5,7,6,H1,H1,D1,2,R,D1,2/13/2020,11:55:29,2,child,65,33,65,33,4,log_rt,8.166216268592143
5,7,5,B1,I1,B1,2,R,B1,2/13/2020,11:55:29,2,child,9,39,9,39,6,correct,1
5,7,5,B1,I1,B1,2,R,B1,2/13/2020,11:55:29,2,child,9,39,9,39,6,rt,2656
5,7,5,B1,I1,B1,2,R,B1,2/13/2020,11:55:29,2,child,9,39,9,39,6,log_rt,7.884576510596324
4,7,0,F1,B1,F1,2,R,F1,2/13/2020,11:56:14,2,parent,49,38,49,38,8,correct,1
4,7,0,F1,B1,F1,2,R,F1,2/13/2020,11:56:14,2,parent,49,38,49,38,8,rt,6495
4,7,0,F1,B1,F1,2,R,F1,2/13/2020,11:56:14,2,parent,49,38,49,38,8,log_rt,8.7787879291047
5,7,8,C1,C1,I1,1,L,C1,2/13/2020,11:55:29,1,child,4,02,4,2,6,correct,1
5,7,8,C1,C1,I1,1,L,C1,2/13/2020,11:55:29,1,child,4,02,4,2,6,rt,3118
5,7,8,C1,C1,I1,1,L,C1,2/13/2020,11:55:29,1,child,4,02,4,2,6,log_rt,8.044947049617722
4,7,1,H1,H1,E1,1,L,H1,2/13/2020,11:56:14,1,parent,36,09,36,9,6,correct,1
4,7,1,H1,H1,E1,1,L,H1,2/13/2020,11:56:14,1,parent,36,09,36,9,6,rt,4324
4,7,1,H1,H1,E1,1,L,H1,2/13/2020,11:56:14,1,parent,36,09,36,9,6,log_rt,8.371936178759098
5,7,9,I1,B1,I1,1,R,I1,2/13/2020,11:55:29,1,child,48,10,48,10,4,correct,1
5,7,9,I1,B1,I1,1,R,I1,2/13/2020,11:55:29,1,child,48,10,48,10,4,rt,2541
5,7,9,I1,B1,I1,1,R,I1,2/13/2020,11:55:29,1,child,48,10,48,10,4,log_rt,7.840312983320164
4,7,2,B1,C1,B1,1,L,C1,2/13/2020,11:56:14,1,child,21,02,21,2,8,correct,0
4,7,2,B1,C1,B1,1,L,C1,2/13/2020,11:56:14,1,child,21,02,21,2,8,rt,2778
4,7,2,B1,C1,B1,1,L,C1,2/13/2020,11:56:14,1,child,21,02,21,2,8,log_rt,7.9294865233142895
4,7,3,D1,D1,H1,1,L,D1,2/13/2020,11:56:14,1,parent,33,07,33,7,8,correct,1
4,7,3,D1,D1,H1,1,L,D1,2/13/2020,11:56:14,1,parent,33,07,33,7,8,rt,2866
4,7,3,D1,D1,H1,1,L,D1,2/13/2020,11:56:14,1,parent,33,07,33,7,8,log_rt,7.960672608388117
4,7,4,E1,I1,E1,2,R,E1,2/13/2020,11:56:14,2,parent,15,32,15,32,4,correct,1
4,7,4,E1,I1,E1,2,R,E1,2/13/2020,11:56:14,2,parent,15,32,15,32,4,rt,2996
4,7,4,E1,I1,E1,2,R,E1,2/13/2020,11:56:14,2,parent,15,32,15,32,4,log_rt,8.005033344637111
4,7,5,I1,A1,I1,2,R,I1,2/13/2020,11:56:14,2,child,67,33,67,33,8,correct,1
4,7,5,I1,A1,I1,2,R,I1,2/13/2020,11:56:14,2,child,67,33,67,33,8,rt,4482
4,7,5,I1,A1,I1,2,R,I1,2/13/2020,11:56:14,2,child,67,33,67,33,8,log_rt,8.407824654360873
4,7,7,A1,A1,I1,1,L,A1,2/13/2020,11:56:14,1,child,54,04,54,4,4,correct,1
4,7,7,A1,A1,I1,1,L,A1,2/13/2020,11:56:14,1,child,54,04,54,4,4,rt,3039
4,7,7,A1,A1,I1,1,L,A1,2/13/2020,11:56:14,1,child,54,04,54,4,4,log_rt,8.019283792916793
4,7,6,C1,I1,C1,2,R,C1,2/13/2020,11:56:14,2,child,54,33,54,33,4,correct,1
4,7,6,C1,I1,C1,2,R,C1,2/13/2020,11:56:14,2,child,54,33,54,33,4,rt,1915
4,7,6,C1,I1,C1,2,R,C1,2/13/2020,11:56:14,2,child,54,33,54,33,4,log_rt,7.557472901614746
4,7,8,K1,K1,A1,1,L,K1,2/13/2020,11:56:14,1,child,58,06,58,6,6,correct,1
4,7,8,K1,K1,A1,1,L,K1,2/13/2020,11:56:14,1,child,58,06,58,6,6,rt,5659
4,7,8,K1,K1,A1,1,L,K1,2/13/2020,11:56:14,1,child,58,06,58,6,6,log_rt,8.641002477142523
4,7,9,G1,G1,K1,2,L,G1,2/13/2020,11:56:14,2,child,47,33,47,33,8,correct,1
4,7,9,G1,G1,K1,2,L,G1,2/13/2020,11:56:14,2,child,47,33,47,33,8,rt,5273
4,7,9,G1,G1,K1,2,L,G1,2/13/2020,11:56:14,2,child,47,33,47,33,8,log_rt,8.57035473953047
6,8,1,G1,G1,D1,2,L,G1,2/13/2020,12:25:10,2,child,67,37,67,37,8,correct,1
6,8,1,G1,G1,D1,2,L,G1,2/13/2020,12:25:10,2,child,67,37,67,37,8,rt,4616
6,8,1,G1,G1,D1,2,L,G1,2/13/2020,12:25:10,2,child,67,37,67,37,8,log_rt,8.437283808187935
6,8,2,D1,E1,D1,1,R,D1,2/13/2020,12:25:10,1,parent,52,01,52,1,6,correct,1
6,8,2,D1,E1,D1,1,R,D1,2/13/2020,12:25:10,1,parent,52,01,52,1,6,rt,3273
6,8,2,D1,E1,D1,1,R,D1,2/13/2020,12:25:10,1,parent,52,01,52,1,6,log_rt,8.09346227450118
6,8,3,C1,H1,C1,2,L,H1,2/13/2020,12:25:10,2,child,68,33,68,33,6,correct,0
6,8,3,C1,H1,C1,2,L,H1,2/13/2020,12:25:10,2,child,68,33,68,33,6,rt,3914
6,8,3,C1,H1,C1,2,L,H1,2/13/2020,12:25:10,2,child,68,33,68,33,6,log_rt,8.272315147956022
6,8,4,F1,F1,B1,2,L,F1,2/13/2020,12:25:10,2,parent,61,34,61,34,4,correct,1
6,8,4,F1,F1,B1,2,L,F1,2/13/2020,12:25:10,2,parent,61,34,61,34,4,rt,5913
6,8,4,F1,F1,B1,2,L,F1,2/13/2020,12:25:10,2,parent,61,34,61,34,4,log_rt,8.68490859582083
6,8,5,I1,I1,B1,2,L,I1,2/13/2020,12:25:10,2,child,71,33,71,33,8,correct,1
6,8,5,I1,I1,B1,2,L,I1,2/13/2020,12:25:10,2,child,71,33,71,33,8,rt,4875
6,8,5,I1,I1,B1,2,L,I1,2/13/2020,12:25:10,2,child,71,33,71,33,8,log_rt,8.491875383431948
6,8,7,K1,D1,K1,1,R,K1,2/13/2020,12:25:10,1,child,26,08,26,8,4,correct,1
6,8,7,K1,D1,K1,1,R,K1,2/13/2020,12:25:10,1,child,26,08,26,8,4,rt,3433
6,8,7,K1,D1,K1,1,R,K1,2/13/2020,12:25:10,1,child,26,08,26,8,4,log_rt,8.141189793457691
6,8,8,H1,H1,E1,1,L,H1,2/13/2020,12:25:10,1,parent,53,05,53,5,4,correct,1
6,8,8,H1,H1,E1,1,L,H1,2/13/2020,12:25:10,1,parent,53,05,53,5,4,rt,5518
6,8,8,H1,H1,E1,1,L,H1,2/13/2020,12:25:10,1,parent,53,05,53,5,4,log_rt,8.615770754777232
7,4,6,A1,A1,D1,2,L,A1,2/13/2020,12:37:40,2,parent,65,34,65,34,4,correct,1
7,4,6,A1,A1,D1,2,L,A1,2/13/2020,12:37:40,2,parent,65,34,65,34,4,rt,7496
7,4,6,A1,A1,D1,2,L,A1,2/13/2020,12:37:40,2,parent,65,34,65,34,4,log_rt,8.922124823918258
7,4,7,G1,G1,E1,1,R,E1,2/13/2020,12:37:40,1,child,60,10,60,10,4,correct,0
7,4,7,G1,G1,E1,1,R,E1,2/13/2020,12:37:40,1,child,60,10,60,10,4,rt,5589
7,4,7,G1,G1,E1,1,R,E1,2/13/2020,12:37:40,1,child,60,10,60,10,4,log_rt,8.628555659269699
7,4,8,I1,I1,B1,1,L,I1,2/13/2020,12:37:40,1,child,11,10,11,10,4,correct,1
7,4,8,I1,I1,B1,1,L,I1,2/13/2020,12:37:40,1,child,11,10,11,10,4,rt,4287
7,4,8,I1,I1,B1,1,L,I1,2/13/2020,12:37:40,1,child,11,10,11,10,4,log_rt,8.363342466597977
7,4,9,C1,E1,C1,1,R,C1,2/13/2020,12:37:40,1,child,70,04,70,4,6,correct,1
7,4,9,C1,E1,C1,1,R,C1,2/13/2020,12:37:40,1,child,70,04,70,4,6,rt,3603
7,4,9,C1,E1,C1,1,R,C1,2/13/2020,12:37:40,1,child,70,04,70,4,6,log_rt,8.189522110748094
9,8,0,H1,E1,H1,2,R,H1,2/13/2020,12:59:49,2,child,57,37,57,37,8,correct,1
9,8,0,H1,E1,H1,2,R,H1,2/13/2020,12:59:49,2,child,57,37,57,37,8,rt,7630
9,8,0,H1,E1,H1,2,R,H1,2/13/2020,12:59:49,2,child,57,37,57,37,8,log_rt,8.939843124278502
9,8,1,F1,F1,B1,1,L,F1,2/13/2020,12:59:49,1,parent,75,01,75,1,8,correct,1
9,8,1,F1,F1,B1,1,L,F1,2/13/2020,12:59:49,1,parent,75,01,75,1,8,rt,5196
9,8,1,F1,F1,B1,1,L,F1,2/13/2020,12:59:49,1,parent,75,01,75,1,8,log_rt,8.55564437779049
9,8,2,A1,A1,I1,2,R,I1,2/13/2020,12:59:49,2,parent,52,32,52,32,6,correct,0
9,8,2,A1,A1,I1,2,R,I1,2/13/2020,12:59:49,2,parent,52,32,52,32,6,rt,5908
9,8,2,A1,A1,I1,2,R,I1,2/13/2020,12:59:49,2,parent,52,32,52,32,6,log_rt,8.68406264365127
9,8,3,I1,C1,I1,1,R,I1,2/13/2020,12:59:49,1,child,72,06,72,6,8,correct,1
9,8,3,I1,C1,I1,1,R,I1,2/13/2020,12:59:49,1,child,72,06,72,6,8,rt,3006
9,8,3,I1,C1,I1,1,R,I1,2/13/2020,12:59:49,1,child,72,06,72,6,8,log_rt,8.00836557031292
9,8,5,E1,E1,A1,1,L,E1,2/13/2020,12:59:49,1,parent,18,05,18,5,4,correct,1
9,8,5,E1,E1,A1,1,L,E1,2/13/2020,12:59:49,1,parent,18,05,18,5,4,rt,3305
9,8,5,E1,E1,A1,1,L,E1,2/13/2020,12:59:49,1,parent,18,05,18,5,4,log_rt,8.103191752285786
9,8,6,B1,I1,B1,2,R,B1,2/13/2020,12:59:49,2,parent,64,36,64,36,4,correct,1
9,8,6,B1,I1,B1,2,R,B1,2/13/2020,12:59:49,2,parent,64,36,64,36,4,rt,2774
9,8,6,B1,I1,B1,2,R,B1,2/13/2020,12:59:49,2,parent,64,36,64,36,4,log_rt,7.928045600874777
9,8,4,K1,F1,K1,2,R,K1,2/13/2020,12:59:49,2,parent,12,38,12,38,6,correct,1
9,8,4,K1,F1,K1,2,R,K1,2/13/2020,12:59:49,2,parent,12,38,12,38,6,rt,3755
9,8,4,K1,F1,K1,2,R,K1,2/13/2020,12:59:49,2,parent,12,38,12,38,6,log_rt,8.230843564198235
9,8,7,D1,D1,K1,2,L,D1,2/13/2020,12:59:49,2,child,59,39,59,39,6,correct,1
9,8,7,D1,D1,K1,2,L,D1,2/13/2020,12:59:49,2,child,59,39,59,39,6,rt,4289
9,8,7,D1,D1,K1,2,L,D1,2/13/2020,12:59:49,2,child,59,39,59,39,6,log_rt,8.36380888451688
9,8,8,G1,G1,K1,1,R,K1,2/13/2020,12:59:49,1,child,26,02,26,2,4,correct,0
9,8,8,G1,G1,K1,1,R,K1,2/13/2020,12:59:49,1,child,26,02,26,2,4,rt,1825
9,8,8,G1,G1,K1,1,R,K1,2/13/2020,12:59:49,1,child,26,02,26,2,4,log_rt,7.509335266016592
9,8,9,C1,C1,I1,1,L,C1,2/13/2020,12:59:49,1,child,28,06,28,6,4,correct,1
9,8,9,C1,C1,I1,1,L,C1,2/13/2020,12:59:49,1,child,28,06,28,6,4,rt,2135
9,8,9,C1,C1,I1,1,L,C1,2/13/2020,12:59:49,1,child,28,06,28,6,4,log_rt,7.666221925662725
8,7,0,F1,K1,F1,2,R,F1,2/13/2020,13:01:25,2,parent,38,34,38,34,4,correct,1
8,7,0,F1,K1,F1,2,R,F1,2/13/2020,13:01:25,2,parent,38,34,38,34,4,rt,6470
8,7,0,F1,K1,F1,2,R,F1,2/13/2020,13:01:25,2,parent,38,34,38,34,4,log_rt,8.774931387494947
8,7,1,G1,G1,E1,2,L,G1,2/13/2020,13:01:25,2,parent,59,36,59,36,6,correct,1
8,7,1,G1,G1,E1,2,L,G1,2/13/2020,13:01:25,2,parent,59,36,59,36,6,rt,4959
8,7,1,G1,G1,E1,2,L,G1,2/13/2020,13:01:25,2,parent,59,36,59,36,6,log_rt,8.508959386489133
8,7,2,E1,E1,B1,2,L,E1,2/13/2020,13:01:25,2,parent,65,38,65,38,4,correct,1
8,7,2,E1,E1,B1,2,L,E1,2/13/2020,13:01:25,2,parent,65,38,65,38,4,rt,3206
8,7,2,E1,E1,B1,2,L,E1,2/13/2020,13:01:25,2,parent,65,38,65,38,4,log_rt,8.072779333169498
8,7,3,D1,F1,D1,1,R,D1,2/13/2020,13:01:25,1,parent,21,05,21,5,8,correct,1
8,7,3,D1,F1,D1,1,R,D1,2/13/2020,13:01:25,1,parent,21,05,21,5,8,rt,3240
8,7,3,D1,F1,D1,1,R,D1,2/13/2020,13:01:25,1,parent,21,05,21,5,8,log_rt,8.083328608786376
8,7,4,K1,D1,K1,1,R,K1,2/13/2020,13:01:25,1,child,9,10,9,10,6,correct,1
8,7,4,K1,D1,K1,1,R,K1,2/13/2020,13:01:25,1,child,9,10,9,10,6,rt,3859
8,7,4,K1,D1,K1,1,R,K1,2/13/2020,13:01:25,1,child,9,10,9,10,6,log_rt,8.258163361537619
8,7,5,A1,I1,A1,1,R,A1,2/13/2020,13:01:25,1,child,50,04,50,4,6,correct,1
8,7,5,A1,I1,A1,1,R,A1,2/13/2020,13:01:25,1,child,50,04,50,4,6,rt,3252
8,7,5,A1,I1,A1,1,R,A1,2/13/2020,13:01:25,1,child,50,04,50,4,6,log_rt,8.087025470667701
8,7,6,H1,E1,H1,1,R,H1,2/13/2020,13:01:25,1,parent,37,07,37,7,8,correct,1
8,7,6,H1,E1,H1,1,R,H1,2/13/2020,13:01:25,1,parent,37,07,37,7,8,rt,3742
8,7,6,H1,E1,H1,1,R,H1,2/13/2020,13:01:25,1,parent,37,07,37,7,8,log_rt,8.227375506834035
8,7,8,I1,I1,C1,2,L,I1,2/13/2020,13:01:25,2,parent,11,36,11,36,4,correct,1
8,7,8,I1,I1,C1,2,L,I1,2/13/2020,13:01:25,2,parent,11,36,11,36,4,rt,2758
8,7,8,I1,I1,C1,2,L,I1,2/13/2020,13:01:25,2,parent,11,36,11,36,4,log_rt,7.922261058353247
8,7,7,C1,C1,A1,2,L,C1,2/13/2020,13:01:25,2,parent,50,36,50,36,6,correct,1
8,7,7,C1,C1,A1,2,L,C1,2/13/2020,13:01:25,2,parent,50,36,50,36,6,rt,2569
8,7,7,C1,C1,A1,2,L,C1,2/13/2020,13:01:25,2,parent,50,36,50,36,6,log_rt,7.851271997109883
8,7,9,B1,B1,C1,1,R,C1,2/13/2020,13:01:25,1,child,35,06,35,6,4,correct,0
8,7,9,B1,B1,C1,1,R,C1,2/13/2020,13:01:25,1,child,35,06,35,6,4,rt,7640
8,7,9,B1,B1,C1,1,R,C1,2/13/2020,13:01:25,1,child,35,06,35,6,4,log_rt,8.941152882160566
10,8,1,H1,E1,H1,1,R,H1,2/18/2020,13:33:21,1,parent,50,07,50,7,6,correct,1
10,8,1,H1,E1,H1,1,R,H1,2/18/2020,13:33:21,1,parent,50,07,50,7,6,rt,4060
10,8,1,H1,E1,H1,1,R,H1,2/18/2020,13:33:21,1,parent,50,07,50,7,6,log_rt,8.308938252595778
10,8,2,G1,G1,C1,2,L,G1,2/18/2020,13:33:21,2,parent,44,34,44,34,4,correct,1
