Timeline.ordinal,subid,type,trial,target,person,utterance,selection
69,71,test,17,I1,parent,,parent
93,71,test,27,I1,parent,"this looks like a, um, someone presenting a bowl of soup",
94,71,test,27,I1,child,,child
111,71,test,33,I1,child,"it looks like somebody is learning forward, has a triangle foot and has the head w- on a point, on the point of the head and giving somebody...",
112,71,test,33,I1,parent,okay don't get too creative here,
113,71,test,33,I1,parent,,parent
114,71,test,33,I1,child,..triangles,
39,71,test,8,K1,child,"um he has his arms out and his head is an arrow, and he has a pointy foot, and he is leaning forward",
40,71,test,8,K1,parent,,parent
52,71,test,12,K1,parent,kay this one looks like someone leaning forward and has a tail xxx tail,
53,71,test,12,K1,child,,child
91,71,test,26,K1,parent,it looks like someone has a tail and their head is an arrow,
92,71,test,26,K1,parent,,parent
123,71,test,36,K1,parent,um this is a dog who's learning to do a trick by standing on his hind legs,
124,71,test,36,K1,child,,child
4,71,test,,,parent,now you're the leader,
6,71,test,,,parent,and describe what has a blue square around it,
18,71,test,,,parent,"okay, we're good.",
19,71,test,,,child,okay,
20,71,test,,,parent,"oh okay we have more questions so we'll begin, so this is the uh, this is the actual test now okay you ready?",
21,71,test,,,child,"I'm xxx, yeah",
22,71,test,,,parent,"okay, I'll begin",
44,71,test,,,parent,oh xxx that was quick,
47,71,test,,,parent,"good job, time for next round, okay",
48,71,test,,,parent,"now you might be the beginner this time, let's see",
49,71,test,,,child,yup,
54,71,test,,,parent,it looks--aw nevermind go ahead,
77,71,test,,,parent,"kay, new round",
78,71,test,,,parent,do you start this one too? oh no I do,
95,71,test,,,parent,xxx,
104,71,test,,,parent,"uh okay another round, let's hope that they change the pictures a little bit, it's getting boring",
105,71,test,,,parent,go ahead,
115,71,test,,,parent,aw it's me again,
121,71,test,,,parent,why do you think it's a 'he'?,
122,71,test,,,child,or she,
137,71,test,,,parent,"end of the study, well that was that",
