Timeline.ordinal,subid,type,trial,target,person,utterance,selection
33,64,test,,,child,yeah,
34,64,test,,,parent,"oh boy okay, um",
38,64,test,,,child,Did it get rainbowy?,
46,64,test,,,child,is that the one?,
47,64,test,,,parent,"i can't see it you'll have to, um tell me which one to touch",
58,64,test,,,child,touch the,
59,64,test,,,parent,"wait it's my turn, I tell you",
67,64,test,,,parent,"no no don't look over, sit down",
76,64,test,,,parent,"well, I know, sit down, mine doesn't have a blue box",
81,64,test,,,child,um it's a,
82,64,test,,,parent,"okay. um it's my turn I tell you, ok",
90,64,test,,,parent,okay we've got another one coming,
91,64,test,,,child,okay,
94,64,test,,,parent,you are telling me the ones that are in the blue boxes right?,
98,64,test,,,parent,sit down,
101,64,test,,,child,does yours make rainbow too?,
102,64,test,,,parent,"um hmm, sit down, tell me which one is in the blue box",
103,64,test,,,child,"um, do the, wait, did you say blue box?",
104,64,test,,,parent,yeah the one that's in the blue box,
117,64,test,,,child,can you see mine?,
118,64,test,,,parent,"no, I can't see which one's in the blue box that's why you have to tell me",
119,64,test,,,child,"well I don't either, I don't see yours",
120,64,test,,,parent,"right, look down and tell me which one is in the blue box",
124,64,test,,,parent,um touch the one who's,
125,64,test,,,child,no I,
126,64,test,,,parent,"no it's my turn, I'm telling you which one's in the blue box",
128,64,test,,,child,I don't have a blue box,
131,64,test,,,parent,"okay tell me which one to touch, which one's in the blue box",
132,64,test,,,child,"um, touch, I don't wanna tell you who's in the blue box",
133,64,test,,,parent,then we're never gonna win,
143,64,test,,,child,we'll win,
144,64,test,,,parent,for sure. Go ahead,
145,64,test,,,child,"um, do I tell you",
146,64,test,,,parent,tell me which one is in the blue box,
147,64,test,,,child,"um, um, why not tell you who's not ??",
148,64,test,,,parent,"fine, tell me which one that's not in the blue box",
156,64,test,,,child,are we gonna win?,
157,64,test,,,parent,oh yeah.,
161,64,test,,,parent,"okay, time for the next round",
162,64,test,,,child,um,
163,64,test,,,parent,"wait it's my turn to tell you, touch the one",
164,64,test,,,child,no you already did that,
165,64,test,,,parent,"xxx, I have the blue box, I have to tell you which one to touch",
168,64,test,,,child,why can't I do,
169,64,test,,,parent,ok tell me,
174,64,test,,,child,what is yours,
176,64,test,,,parent,"sit down, you can't look at mine",
183,64,test,,,child,are we gonna win this game,
208,64,test,,,parent,"okay tell me, which one's in the blue box",
209,64,test,,,child,"um, no I don't want to",
212,64,test,,,parent,okay,
213,64,test,,,child,"can you tell me, um, um, is their sticking their butt out, ok, fine, I'll do, can you tell me",
214,64,test,,,parent,"you have to tell me what to touch, yeah you want to do the one that's not in the blue box? That's fine, which one's not in the blue box",
220,64,test,,,child,did you do it,
221,64,test,,,parent,yeah it's the instructions,
222,64,test,,,child,okay can you see who's sticking the butt out,
226,64,test,,,parent,"okay tell me, which one's in the blue box",
233,64,test,,,child,um,
234,64,test,,,parent,no it's my turn to tell you.,
235,64,test,,,child,can I do the sticking out butt,
237,64,test,,,child,I just want sticking butt out,
238,64,test,,,parent,"no you have to touch the running person, otherwise we are not gonna win",
239,64,test,,,child,what happened,
241,64,test,,,parent,"okay, now tell me, which one is in the blue box",
242,64,test,,,child,what just happened,
243,64,test,,,parent,which one's in the blue box tell me,
255,64,test,,,child,oh I did that one,
