Timeline.ordinal,subid,type,trial,target,person,utterance,selection
123,59,test,,,parent,"Are you being serious right now? Are you serious? You are the leader, so if you have the blue box,you have to be the leader so you have to guide me to pick the right picture.",
126,59,test,,,parent,Thank you.,
128,59,test,,,child,Mommy!,
133,59,test,,,child,Good job! time for the next round!,
135,59,test,,,parent,"I'm not supposed to see, remember?",
136,59,test,,,child,Sorry.,
141,59,test,,,child,a xxx,
143,59,test,,,parent,Do you have a blue box?,
152,59,test,,,parent,You like when dad brings you gifts?,
158,59,test,,,parent,Do you have the blue box?,
159,59,test,,,child,"Uhmm, I got a blue box",
160,59,test,,,parent,Okay now you need to describe it to mama so we could be a team.,
163,59,test,,,child,Mommy!,
165,59,test,,,parent,"Are you done, Yyy? Do you want me to tell her you're done since you can't sit still? Are you done? If you are done, that's okay. Are you done?",
166,59,test,,,child,No.,
167,59,test,,,parent,"So, sit down like mommy is sitting.",
168,59,test,,,child,I'm sitting too.,
169,59,test,,,parent,Okay. Did you hear the clue that I gave you?,
170,59,test,,,child,No.,
171,59,test,,,parent,So you have to be serious.,
172,59,test,,,child,I was laughing mommy!,
