Timeline.ordinal,subid,type,trial,target,person,utterance,selection
145,9,test,31,F1,child,Like a monster,
36,9,test,2,G1,child,It looks like someone like sitting down with a dress on,
37,9,test,2,G1,parent,,parent
97,9,test,18,G1,parent,It looks like someone who's sitting quietly in a dress,
98,9,test,18,G1,child,,child
116,9,test,22,G1,child,It looks like someone's sitting in a dress,
117,9,test,22,G1,parent,,parent
153,9,test,34,G1,parent,It looks like someone quietly sitting in a dress,
154,9,test,34,G1,child,,child
155,9,test,34,G1,child,They're very interesting,
48,9,test,6,H1,child,It looks like someone like,
49,9,test,6,H1,child,"With like a diamond head, and he has like a weird shape hands, and his feet are like this. look under the table, it's weird",
50,9,test,6,H1,parent,Does it look like he's bending over kneeling?,
51,9,test,6,H1,child,No,
52,9,test,6,H1,parent,Or does it look like he's like got a tray of something,
53,9,test,6,H1,child,Got a tray of something,
54,9,test,6,H1,parent,,parent
55,9,test,6,H1,child,Like he looks like a waitress,
79,9,test,12,H1,parent,um it looks like someone who is standing still with something on a tray,
80,9,test,12,H1,child,Oh,
81,9,test,12,H1,child,,child
125,9,test,26,H1,child,It looks like someone like offering you something on a tray,
126,9,test,26,H1,parent,,parent
168,9,test,40,H1,parent,Uh it looks like someone with a pointy hat on offering you something,
169,9,test,40,H1,child,,child
170,9,test,40,H1,child,I was ready to press the jet,
43,9,test,4,I1,child,It looks like someone is like offering you something like,
44,9,test,4,I1,parent,,parent
102,9,test,20,I1,parent,um somer--somebody offering you something on a tray kinda bent over,
103,9,test,20,I1,child,Ok,
104,9,test,20,I1,child,,child
105,9,test,20,I1,child,Like a triangle shape,
106,9,test,20,I1,parent,yes,
137,9,test,30,I1,child,This looks like someone offering you something,
138,9,test,30,I1,parent,,parent
158,9,test,36,I1,parent,It looks like someone offering you something,
159,9,test,36,I1,child,,child
160,9,test,36,I1,parent,On a tray,
68,9,test,10,K1,child,It looks like a dog but it's a person at the same time it's like a dog,
69,9,test,10,K1,parent,Laying down or like leaning over?,
70,9,test,10,K1,child,Like leaning over,
71,9,test,10,K1,parent,,parent
93,9,test,16,K1,parent,Uh it looks like someone is leaning over offering something with their butt sticking out,
94,9,test,16,K1,child,,child
130,9,test,28,K1,child,It looks like a dog that's like offering you something,
131,9,test,28,K1,parent,,parent
132,9,test,28,K1,child,With a hat on,
147,9,test,32,K1,parent,It looks like a dog with a tray offering you something,
148,9,test,32,K1,child,And a hat on,
149,9,test,32,K1,child,,child
150,9,test,32,K1,parent,And a hat on,
14,9,test,,,parent,Oh wait did you get new shapes on yours?,
15,9,test,,,parent,Does that mean we stop?,
27,9,test,,,child,Yay! Good job!,
28,9,test,,,parent,"OK I'm gonna press the button to begin, are we OK to go?",
29,9,test,,,child,"Wait, what?",
30,9,test,,,parent,we're gonna play again but these are gonna be the different shapes,
31,9,test,,,child,"Oh, yeah",
64,9,test,,,parent,Oh is it my turn?,
78,9,test,,,parent,Ok,
101,9,test,,,parent,"Oh sorry, I'm just starting at it",
107,9,test,,,child,Oh it says good job ready for the next round,
108,9,test,,,parent,Yup,
109,9,test,,,child,This is fun,
110,9,test,,,parent,"I know, it is fun",
111,9,test,,,parent,Ok,
112,9,test,,,child,Cool,
118,9,test,,,parent,That sounds like shattering glass,
139,9,test,,,parent,Good job time for the next round,
140,9,test,,,child,Wait that was the third round,
141,9,test,,,parent,I think that was the third,
142,9,test,,,child,Yeah,
146,9,test,,,child,Your turn,
