Timeline.ordinal,subid,type,trial,target,person,utterance,selection
31,10,test,6,I1,child,yeah,
32,10,test,6,I1,parent,,parent
60,10,test,16,I1,parent,Person who looks like they're holding the bowl out,
61,10,test,16,I1,child,,child
97,10,test,30,I1,child,Um a person with a square head,
98,10,test,30,I1,parent,mhm,
99,10,test,30,I1,child,triangle foot,
100,10,test,30,I1,parent,"mhm, and they're holding a ball?",
101,10,test,30,I1,child,Holding a triangle.,
102,10,test,30,I1,parent,,parent
127,10,test,40,I1,parent,Holding a bowl of soup out,
128,10,test,40,I1,child,,child
26,10,test,5,K1,parent,Person who looks like they're sticking their bum out like this,
27,10,test,5,K1,child,,child
28,10,test,5,K1,child,zzz I'll remember that,
62,10,test,17,K1,child,Um uh person who's an zzz sticking their butt out,
63,10,test,17,K1,parent,,parent
84,10,test,25,K1,parent,Person who's sticking their butt out again,
85,10,test,25,K1,child,,child
86,10,test,25,K1,parent,xxx,
124,10,test,39,K1,child,Sticking their butt out,
125,10,test,39,K1,parent,Sticking their butt out oh yeah,
126,10,test,39,K1,parent,,parent
13,10,test,,,parent,xxx,
14,10,test,,,parent,OK press the study to begin when you're ready. do you have a begin on your box?,
15,10,test,,,child,yeah,
16,10,test,,,parent,Alright you ready to start,
17,10,test,,,child,Mhm,
41,10,test,,,parent,Good job time for the next round,
42,10,test,,,child,uh huh,
55,10,test,,,parent,your turn,
72,10,test,,,parent,Good job it's time for the next round,
77,10,test,,,child,Person zzz,
103,10,test,,,parent,Good job time for the next round,
104,10,test,,,child,Let's go!,
111,10,test,,,child,not long xxx,
112,10,test,,,parent,mhm,
