Timeline.ordinal,subid,type,trial,target,person,utterance,selection
154,26,test,28,H1,child,"uh someone pointing at the other, someone pointing and they have a rectangle head",
155,26,test,28,H1,parent,okay can you tell me anything else?,
156,26,test,28,H1,child,"and it has one hand pointing at the other, and , and, it looks like they're standing up",
157,26,test,28,H1,parent,,parent
158,26,test,28,H1,parent,okay,
194,26,test,36,H1,parent,mine is a person who is straight up,
195,26,test,36,H1,child,,child
196,26,test,36,H1,parent,"that might be handing something, you got it?",
41,26,test,4,I1,child,um someone holding a triangle,
42,26,test,4,I1,parent,"okay, i think i know",
43,26,test,4,I1,parent,,parent
110,26,test,18,I1,parent,"okay, now I have a picture of a person again who's standing but they might be leaning over a little bit and they're holding a triangle",
111,26,test,18,I1,child,"i did that one, it's like they're holding a bowl, a diamond, a half broken diamond",
112,26,test,18,I1,parent,i think that's it,
113,26,test,18,I1,parent,okay pick that picture,
114,26,test,18,I1,child,,child
164,26,test,30,I1,child,"uh, somebody holding a half broken diamond",
165,26,test,30,I1,parent,,parent
166,26,test,30,I1,parent,okay,
186,26,test,34,I1,parent,now mine is a person who's holding a half broken diamond,
187,26,test,34,I1,child,,child
60,26,test,8,K1,child,do you have somebody that has a tail?,
61,26,test,8,K1,parent,yes,
62,26,test,8,K1,parent,,parent
85,26,test,12,K1,parent,"now i'm seeing, it's not the picture of the person putting one foot behind them, it's a picture of a person who looks like they're bending over, and maybe handing something",
86,26,test,12,K1,child,"i got that one, i can see it",
87,26,test,12,K1,child,,child
88,26,test,12,K1,parent,okay so pick the one,
131,26,test,22,K1,child,"uh someone leaning down and it looks like they're holding something in their hand, and it looks like it has a tail and one foot, and then it looks like it has a hat",
132,26,test,22,K1,parent,,parent
133,26,test,22,K1,parent,okay,
207,26,test,40,K1,parent,alright mine is a person who's standing and they look like they're bending over,
208,26,test,40,K1,child,and a tail,
209,26,test,40,K1,parent,and they have a tail,
210,26,test,40,K1,child,it's a toyhouse head,
211,26,test,40,K1,parent,okay,
212,26,test,40,K1,parent,i know which one is that,
213,26,test,40,K1,parent,okay pick that one,
214,26,test,40,K1,child,it's a dog,
215,26,test,40,K1,child,,child
2,26,test,,,parent,"you did it, good job! know you describe to me what's in your blue box",
3,26,test,,,parent,what's it look like?,
9,26,test,,,parent,"okay, now i'm describing to you",
15,26,test,,,parent,okay now you describe to me what's in your blue box,
29,26,test,,,child,oh it's rainbow!,
30,26,test,,,parent,okay now tell me which one you have,
40,26,test,,,parent,what's your picture?,
44,26,test,,,child,mom can we look at each other's ipad?,
45,26,test,,,parent,"no, we don't look at each other's",
49,26,test,,,parent,now what's your picture in the blue box?,
56,26,test,,,child,i have something in my shoe,
57,26,test,,,parent,okay you can take it out,
59,26,test,,,parent,now tell me your picture in the blue box,
67,26,test,,,parent,what's your picture?,
73,26,test,,,child,what color ipad do you have?,
74,26,test,,,parent,orange,
75,26,test,,,parent,"okay now we're going to another round, okay?",
76,26,test,,,parent,"alright i think it's your turn, do you have a blue box?",
77,26,test,,,child,i thought it's your turn,
78,26,test,,,parent,"we're starting again, do you have a picture in a box?",
79,26,test,,,child,oh yeah,
80,26,test,,,parent,"okay, tell me what's in the blue box",
89,26,test,,,parent,"okay, now what's your picture in the blue box?",
98,26,test,,,parent,"okay, now what's your picture in the blue box?",
106,26,test,,,parent,now what's your picture?,
115,26,test,,,parent,okay now what's your picture?,
119,26,test,,,parent,alright now i have a picture in my blue box,
123,26,test,,,child,i already did that one,
124,26,test,,,parent,"okay, i think we're going to do one more round",
130,26,test,,,parent,"okay, what's your picture",
138,26,test,,,parent,"alright, what's your picture?",
145,26,test,,,parent,what's your picture?,
153,26,test,,,parent,alright what's your picture?,
163,26,test,,,parent,alright what's your picture?,
167,26,test,,,parent,alright i think we're gonna do another round here,
168,26,test,,,child,you said one more round,
169,26,test,,,parent,well we'll just keep going,
170,26,test,,,parent,now it's your turn to tell me what's in your blue box,
173,26,test,,,parent,okay,
177,26,test,,,child,i'm thirsty,
178,26,test,,,parent,okay let's get this done and we'll get you a drink,
179,26,test,,,parent,what's your picture?,
188,26,test,,,parent,what's yours?,
197,26,test,,,parent,what's yours?,
203,26,test,,,parent,alright what's yours?,
