Timeline.ordinal,subid,type,trial,target,person,utterance,selection
125,16,test,21,F1,child,The that makes them powerful,
186,16,test,37,F1,child,This looks like someone wanted to its arms in the air of the square head with triangle feet,
187,16,test,37,F1,parent,,parent
43,16,test,3,G1,parent,OK this one looks like,
44,16,test,3,G1,parent,A rocketship with a square on top,
45,16,test,3,G1,child,,child
109,16,test,17,G1,child,This looks like somebody had a square head and hat,
110,16,test,17,G1,parent,A square head and hat,
111,16,test,17,G1,child,Yeah,
112,16,test,17,G1,parent,,parent
134,16,test,25,G1,parent,This is like a rocketship touching a square,
135,16,test,25,G1,child,,child
170,16,test,35,G1,child,This looks like some a rocketship touching a square,
171,16,test,35,G1,parent,,parent
69,16,test,8,H1,child,This looks like somebody,
70,16,test,8,H1,child,Has a diamond head on top,
71,16,test,8,H1,parent,A diamond head on top,
72,16,test,8,H1,child,Yeah,
74,16,test,8,H1,parent,,parent
89,16,test,12,H1,parent,This looks like a man with a diamond head,
90,16,test,12,H1,child,,child
138,16,test,26,H1,child,This looks like somebody standing on the foots with a diamond head,
139,16,test,26,H1,parent,Mmm,
140,16,test,26,H1,parent,Are they standing on both feet or just one foot,
141,16,test,26,H1,child,Both feet,
142,16,test,26,H1,parent,,parent
188,16,test,38,H1,parent,This looks like a person with a diamond head,
189,16,test,38,H1,child,,child
67,16,test,7,I1,parent,This looks like somebody holding a triangle,
68,16,test,7,I1,child,,child
116,16,test,19,I1,child,zzz it's this person somebody holding a triangle,
117,16,test,19,I1,parent,Holding a triangle,
118,16,test,19,I1,child,Yeah,
119,16,test,19,I1,parent,,parent
130,16,test,23,I1,parent,This is somebody holding a triangle,
131,16,test,23,I1,child,,child
164,16,test,33,I1,child,This looks like somebody holding a triangle,
165,16,test,33,I1,parent,,parent
46,16,test,4,K1,child,It looks like airplane with a triangle on top,
48,16,test,4,K1,parent,Is it like the last one that you did,
49,16,test,4,K1,child,No,
50,16,test,4,K1,parent,No,
51,16,test,4,K1,child,It's different,
52,16,test,4,K1,parent,It's different,
53,16,test,4,K1,parent,zzz,
54,16,test,4,K1,parent,,parent
113,16,test,18,K1,parent,This one looks like a dog that jumped up,
114,16,test,18,K1,parent,He's got a little triangle tail,
115,16,test,18,K1,child,,child
132,16,test,24,K1,child,This is some a dog jumping in the in the air,
133,16,test,24,K1,parent,,parent
195,16,test,40,K1,parent,This looks like a dog that's jumping up,
196,16,test,40,K1,child,,child
2,16,test,,,parent,yyy so you need to tell me what's in the blue box,
4,16,test,,,parent,That's OK what does it look like,
9,16,test,,,child,Oh,
21,16,test,,,parent,Alright,
22,16,test,,,parent,We don't have any questions,
23,16,test,,,parent,Should we just proceed,
24,16,test,,,parent,Alright ready to start,
25,16,test,,,child,Yeah,
26,16,test,,,parent,Um,
29,16,test,,,parent,Hm,
33,16,test,,,parent,OK,
47,16,test,,,parent,Um,
55,16,test,,,parent,Um,
66,16,test,,,parent,Oh yeah yeah,
73,16,test,,,parent,OK,
79,16,test,,,parent,What's what's in the blue square can you tell me,
85,16,test,,,child,Where is the square,
127,16,test,,,parent,Alright,
136,16,test,,,child,That makes them powerful,
137,16,test,,,parent,Yeah,
156,16,test,,,child,Ready,
157,16,test,,,parent,I am,
162,16,test,,,child,This is a cool game,
163,16,test,,,parent,Mmm,
166,16,test,,,child,This is a long game,
167,16,test,,,parent,It is,
184,16,test,,,child,Oh,
190,16,test,,,child,That that makes them powerful,
191,16,test,,,child,This makes,
