Timeline.ordinal,subid,type,trial,target,person,utterance,selection
182,68,test,33,C1,child,he's saying please your majesty don't hurt me,
183,68,test,33,C1,parent,,parent
70,68,test,10,D1,child,uh you're laying down,
71,68,test,10,D1,parent,,parent
86,68,test,12,D1,parent,this is how you read your iPad in bed,
87,68,test,12,D1,child,,child
161,68,test,28,D1,child,you are sleeping,
162,68,test,28,D1,parent,sleeping,
163,68,test,28,D1,parent,,parent
164,68,test,28,D1,parent,except your head is up,
165,68,test,28,D1,child,no I'm like rea- getting ready to tan,
197,68,test,36,D1,parent,mmm you are reading a book in bed,
198,68,test,36,D1,child,,child
43,68,test,3,E1,parent,"let's see, this one you are jumping up in the air cause you're so excited",
44,68,test,3,E1,child,,child
45,68,test,3,E1,child,it- it has wings,
46,68,test,3,E1,parent,I think those were the arms,
47,68,test,3,E1,child,mmm,
107,68,test,17,E1,child,"uh you're like, oooo",
108,68,test,17,E1,parent,,parent
150,68,test,25,E1,parent,you are clicking your heels together,
151,68,test,25,E1,parent,click click,
152,68,test,25,E1,child,,child
199,68,test,37,E1,child,you are walking away,
200,68,test,37,E1,parent,,parent
59,68,test,7,F1,parent,you are doing the splits in the air,
60,68,test,7,F1,child,,child
61,68,test,7,F1,child,it had arms like prrrr,
62,68,test,7,F1,parent,it totally did,
89,68,test,13,F1,child,you are saying yayy,
90,68,test,13,F1,parent,yayy,
91,68,test,13,F1,parent,,parent
137,68,test,23,F1,parent,umm you are so excited cause you just won a bunch of money,
138,68,test,23,F1,child,,child
191,68,test,35,F1,child,um it's like-,
193,68,test,35,F1,child,he has triangle feet,
194,68,test,35,F1,parent,triangle feet,
195,68,test,35,F1,parent,,parent
67,68,test,9,G1,parent,"kay, this one you're sitting watching tv",
68,68,test,9,G1,child,,child
98,68,test,15,G1,child,"uh, it looks like kind of a house",
99,68,test,15,G1,parent,kind of a house?,
100,68,test,15,G1,child,uh huh,
101,68,test,15,G1,parent,,parent
167,68,test,29,G1,parent,"this one is sitting, waiting for the bus",
168,68,test,29,G1,child,,child
177,68,test,31,G1,child,"you're like, you're like, woohoo!",
178,68,test,31,G1,parent,,parent
179,68,test,31,G1,parent,woohoo,
53,68,test,5,H1,parent,you are uhh standing at the store waiting for coffee,
54,68,test,5,H1,child,,child
80,68,test,11,H1,child,the one that's doing prr,
82,68,test,11,H1,child,the one that has the head sticking out,
83,68,test,11,H1,parent,oh kay,
84,68,test,11,H1,parent,,parent
129,68,test,21,H1,parent,it is a statue,
130,68,test,21,H1,child,,child
203,68,test,39,H1,child,you are looking inside a box,
204,68,test,39,H1,parent,,parent
49,68,test,4,I1,child,"something that has, jumping up in the air",
50,68,test,4,I1,parent,ah,
51,68,test,4,I1,parent,,parent
122,68,test,20,I1,parent,"okay, this one is, I'm the waiter and I'm coming to your table with food",
123,68,test,20,I1,child,that's what I did last time,
124,68,test,20,I1,child,,child
155,68,test,26,I1,child,uhh you're walking away,
156,68,test,26,I1,parent,,parent
157,68,test,26,I1,parent,"walking away, good",
206,68,test,40,I1,parent,you are presenting someone with a drink,
207,68,test,40,I1,child,,child
63,68,test,8,K1,child,"uhh, it's like it has a hat on",
64,68,test,8,K1,parent,,parent
65,68,test,8,K1,parent,"that is a hat, I thought it was just an arrowhead",
66,68,test,8,K1,child,it's not an arrowhead!,
93,68,test,14,K1,parent,"kay, your head is an arrow",
94,68,test,14,K1,child,,child
95,68,test,14,K1,child,it's a hat,
96,68,test,14,K1,parent,I don't know if it's a hat,
140,68,test,24,K1,child,"umm you're like hauww, please give me this food",
141,68,test,24,K1,parent,please give me this food,
142,68,test,24,K1,parent,I don't know which one it is,
145,68,test,24,K1,child,you're like-,
147,68,test,24,K1,child,and holding something out,
148,68,test,24,K1,parent,,parent
185,68,test,34,K1,parent,you have a triangle on your butt,
186,68,test,34,K1,child,ouu are you-,
187,68,test,34,K1,child,,child
188,68,test,34,K1,child,it's part of his body,
2,68,test,,,parent,"well you have to pick, pick it",
4,68,test,,,parent,oh it makes a noise looks at that,
5,68,test,,,parent,"now which one is, the one that's circled squared in blue, you have to explain that one",
7,68,test,,,parent,which one is it?,
14,68,test,,,parent,I think I got it right,
18,68,test,,,parent,oh oh I think we got it right,
19,68,test,,,parent,"kay, your turn",
26,68,test,,,parent,this is fun,
27,68,test,,,parent,kay you go,
31,68,test,,,parent,oh I think I got it,
32,68,test,,,parent,"okay now it says begin, can we begin?",
33,68,test,,,child,well mine says good job,
34,68,test,,,parent,oh it does? do you have another one- another new- new picture?,
35,68,test,,,child,I don't even know what these mean,
36,68,test,,,parent,but do you have the pictures?,
39,68,test,,,parent,very good,
48,68,test,,,parent,"okay, you go",
52,68,test,,,parent,did that twice in a row,
55,68,test,,,parent,kay you go,
69,68,test,,,parent,your turn,
72,68,test,,,parent,"okay, let's see",
73,68,test,,,child,good job,
74,68,test,,,parent,"huh fantastic, says time for the next round",
75,68,test,,,parent,oh your turn,
76,68,test,,,child,we just had these,
77,68,test,,,parent,"I know, but they're not gonna do them again",
78,68,test,,,child,no they're doing them all over,
79,68,test,,,parent,"okay, well you have to start, yours has the blue",
81,68,test,,,parent,"no you can't do that, you have to describe it to me",
85,68,test,,,parent,good,
88,68,test,,,parent,kay you go,
92,68,test,,,parent,that one,
97,68,test,,,parent,your turn,
102,68,test,,,parent,well I knew that one I would assume,
105,68,test,,,parent,you're good,
106,68,test,,,parent,your turn,
109,68,test,,,parent,is that your sad face?,
110,68,test,,,child,ooo,
113,68,test,,,parent,good,
115,68,test,,,parent,xxx,
116,68,test,,,parent,hit it,
118,68,test,,,parent,roun- the,
121,68,test,,,parent,that's not very descriptive,
125,68,test,,,parent,I- that's correct,
126,68,test,,,parent,"oh it says good job, time for the next round",
127,68,test,,,child,it has more symbols of the same,
128,68,test,,,parent,"I know, this is my turn now, ready?",
131,68,test,,,parent,very good,
132,68,test,,,child,you don't even know what I picked,
133,68,test,,,parent,well I assume you did it correctly,
139,68,test,,,parent,"you have to tell me, you have the  blue",
143,68,test,,,child,you just have to pick one,
144,68,test,,,parent,well you have to explain it to me better,
146,68,test,,,parent,so you're just-,
149,68,test,,,parent,"okay, it's prabably this",
153,68,test,,,child,i jus- I did this and it went,
154,68,test,,,parent,"nice, kay",
160,68,test,,,parent,very good,
166,68,test,,,parent,I see,
169,68,test,,,parent,good,
172,68,test,,,parent,"alright, good job, says time for the next round",
173,68,test,,,child,oh no please dont have the same,
174,68,test,,,child,ahhhhh!,
175,68,test,,,child,I hate these symbols,
176,68,test,,,parent,"aw no we're gonna go through it, come on",
184,68,test,,,parent,okay,
189,68,test,,,parent,aw well you knew which one it was so I don't know,
190,68,test,,,parent,go,
192,68,test,,,parent,you have to explain it to me,
196,68,test,,,parent,very good,
205,68,test,,,parent,good,
