Timeline.ordinal,subid,type,trial,target,person,utterance,selection
4,65,test,,,parent,"you tell me which one I'm supposed to choose, the one with the blue box around it",
12,65,test,,,child,"look, um, daddy",
13,65,test,,,parent,"ok, you can't show me",
30,65,test,,,parent,Which one do I pick?,
31,65,test,,,child,this one,
50,65,test,,,parent,this guy,
51,65,test,,,parent,okay,
60,65,test,,,parent,okay,
70,65,test,,,child,like a bowl,
71,65,test,,,parent,uh huh,
74,65,test,,,child,did I get it?,
75,65,test,,,parent,"uh, I think so",
81,65,test,,,child,but can I press the one that's not?,
82,65,test,,,parent,"no, you have to press the one that is",
84,65,test,,,child,why are there curtains?,
85,65,test,,,parent,to keep us on target. okay come on let's focus,
86,65,test,,,child,I can't find that,
87,65,test,,,parent,"okay, we've got to go get Julien. Come on let's focus",
95,65,test,,,child,did I get it?,
96,65,test,,,parent,I think so,
98,65,test,,,parent,"sit down. tell me, use your words",
102,65,test,,,parent,"this, uh, sit down, sit down",
106,65,test,,,parent,"It says good job, time for the next round",
114,65,test,,,child,this,
115,65,test,,,parent,"okay, you can't show me",
118,65,test,,,child,did I get it?,
119,65,test,,,parent,I think so,
126,65,test,,,parent,"sit down, sit down, sit down",
133,65,test,,,child,I want to switch tablets,
134,65,test,,,parent,no we can't yet,
137,65,test,,,child,did I get it?,
138,65,test,,,parent,umhm,
140,65,test,,,child,why do you know I got it?,
141,65,test,,,parent,because it changes,
142,65,test,,,child,oh,
143,65,test,,,parent,"yeah. sit down, sit down on your chair",
144,65,test,,,child,why?,
145,65,test,,,parent,"Okay, which one do I do?",
146,65,test,,,child,I want to stop playing,
147,65,test,,,parent,"no, no, we've got to finish this. then we can go get Juran",
148,65,test,,,parent,which one do I do?,
149,65,test,,,child,"okay, and after this can we play more?",
150,65,test,,,parent,we can play some more as soon as you finish this,
157,65,test,,,parent,"okay, sit down, sit down. you're not playing fair, come on",
162,65,test,,,parent,"It says good job, time for the next round",
163,65,test,,,child,why do we have to do the shapes?,
164,65,test,,,parent,"well, they're testing us to see how well we play together",
165,65,test,,,parent,which one am I supposed to do?,
166,65,test,,,child,I dont like playing this,
167,65,test,,,parent,Come on we're almost done,
168,65,test,,,child,"ok, how many minutes left?",
169,65,test,,,parent,I think maybe 5?,
170,65,test,,,child,ask her?,
171,65,test,,,parent,"It's okay, tell me which one's next?",
172,65,test,,,child,I at 5,
173,65,test,,,parent,"it's probably about 5 minutes. come on, tell me which one",
196,65,test,,,child,bumbubum,
210,65,test,,,parent,sit down,
214,65,test,,,child,I want to go over here,
215,65,test,,,parent,"we will go in a minute, okay? let's finish this",
216,65,test,,,child,I want to put the tablets on the couch,
217,65,test,,,parent,"no, no, we have to sit across from eachother",
218,65,test,,,child,why?,
219,65,test,,,parent,It's part of the experiment,
222,65,test,,,parent,this is the end of the study,
