Timeline.ordinal,subid,type,trial,target,person,utterance,selection
122,66,test,12,I1,parent,"wearing a tuxedo, that was very helpful clue for me",
123,66,test,12,I1,child,"soo, but, I already said that so I know",
124,66,test,12,I1,parent,"I know, so that's the one you should pick, I guess.",
125,66,test,12,I1,child,,child
238,66,test,30,I1,child,so this guy is like a waitress holding a bowl,
239,66,test,30,I1,parent,okay,
240,66,test,30,I1,parent,,parent
255,66,test,32,I1,parent,this one looks like a waiter holding a bowl,
256,66,test,32,I1,child,"it's a waiter's holding the bow, bowl",
257,66,test,32,I1,child,,child
46,66,test,2,K1,child,"so this kinda looks like, it kinda has a tail like a dog, and it has like regular legs like a human",
47,66,test,2,K1,parent,mhm,
48,66,test,2,K1,child,"it has like, dog um paws and a body that's kinda like tilting, a square head with kind of like a point",
49,66,test,2,K1,parent,"that's very helpful, thank you, i think i know which one",
50,66,test,2,K1,parent,,parent
181,66,test,20,K1,parent,"um, I really liked your description from before where you said it looked like they had a dog body, um, and they had a triangle hat it's like, I think you said, like a human head or something with a dog body or had dog body and human legs",
182,66,test,20,K1,child,"I think so, it had a human head, a we-- a pointy hat, dog tail, and like uh like a um dog body, dog um paws on front and leg xxx",
183,66,test,20,K1,parent,"yes, that's how, I kind of remember it",
184,66,test,20,K1,parent,you know which one I'm talking about?,
185,66,test,20,K1,child,yeah,
186,66,test,20,K1,child,,child
212,66,test,24,K1,parent,"oh this guy I know so well, so it has, so should I say the, should I say the same thing with the, xxx pointy hat",
213,66,test,24,K1,parent,mhm,
214,66,test,24,K1,child,"the dog paws, the tail, the dog body, the human legs",
215,66,test,24,K1,parent,"yeah, say those things cause that definitely tells me that I know who it is",
216,66,test,24,K1,parent,,parent
287,66,test,38,K1,parent,uh this one is the doggy,
288,66,test,38,K1,child,"the doggy, I got it",
289,66,test,38,K1,child,,child
2,66,test,,,parent,so you have to pick the one that you think I am talking about on the screen. you have to tap it. tap the picture you think i'm talking about.,
5,66,test,,,parent,now do you see a blue box around one of the pictures?,
6,66,test,,,child,yeah,
7,66,test,,,parent,"okay, now you have to try and describe it without naming it and then so i can try and guess which picture you are talking about",
17,66,test,,,parent,"alright, I think I picked the right one",
36,66,test,,,parent,"okay, alright",
37,66,test,,,parent,it says please let the researcher know if you have any questions. do you have any questions?  you think you know how to play the game? i think those were just like practice ones. so now we're going to do the real game. are you ready to do the real game?,
38,66,test,,,child,Yes,
39,66,test,,,parent,"okay, so i have to press begin i think, and then I'll xxx",
45,66,test,,,parent,"oh, you picked it, ok, now you tell me",
60,66,test,,,parent,i think i got it cause it was colorful,
62,66,test,,,child,wait which one did you get,
63,66,test,,,parent,huh?,
64,66,test,,,child,like the one that was like this?,
65,66,test,,,parent,can't say I think,
66,66,test,,,parent,I have to tell you what I'm seeing in the blue box right now,
67,66,test,,,child,ok,
68,66,test,,,parent,ok,
72,66,test,,,parent,yeah? did it turn colorful,
73,66,test,,,child,yeah,
74,66,test,,,parent,mmkay,
87,66,test,,,child,it turned colorful,
88,66,test,,,parent,good,
89,66,test,,,child,I got all of them colorful,
90,66,test,,,parent,"good, I think I've seen all of them be colorful too",
91,66,test,,,parent,alright your turn,
101,66,test,,,child,"I was right, I'm always right",
102,66,test,,,parent,"you are so smart, alright",
107,66,test,,,parent,"oh it says time for the next round. Do you see that? does it say ""good job time for the next round""?",
108,66,test,,,child,yeah,
109,66,test,,,parent,"okay, so i guess you must have a blue square",
110,66,test,,,child,"so this one xxx now, it's so the last the  time you went first and now it's my turn",
111,66,test,,,parent,that's right now you get to go first,
126,66,test,,,parent,alright,
128,66,test,,,parent,oh I don't think you're supposed to demonstrate. I think you have to use your words to describe it,
136,66,test,,,parent,"hey, that was actually really good, even just like the couple of words you gave me was really helpful. Thank you.",
137,66,test,,,child,yeah because I got it from the hands up in the air and the feet,
138,66,test,,,parent,"yeah, that was really helpful.",
141,66,test,,,child,"So, I got it right.",
142,66,test,,,parent,Oh good.,
146,66,test,,,parent,Alright. I was right,
152,66,test,,,parent,oh looks like you already picked one,
153,66,test,,,child,"I, I, it's colorful",
154,66,test,,,parent,oh okay that's good,
158,66,test,,,parent,"then, I'll pick that one, there we go, the one that looks like you",
171,66,test,,,parent,"oh okay, okay I didn't remember",
172,66,test,,,parent,alright your turn,
180,66,test,,,parent,alright,
187,66,test,,,child,easy!,
188,66,test,,,child,easy!,
189,66,test,,,parent,"oh it says good job, time for the next round",
190,66,test,,,child,I got all the colors xxx,
191,66,test,,,parent,"alright, so this time I get to go first",
199,66,test,,,parent,you know that one right?,
200,66,test,,,child,"yeah because I sai-, this is my second time  saying it",
210,66,test,,,parent,"I got it, I got it, I got it",
211,66,test,,,parent,okay,
219,66,test,,,parent,mm alright,
224,66,test,,,parent,you know which one I picked huh?,
225,66,test,,,child,yeah,
228,66,test,,,parent,"you didn't even look at it, you're just, like, looking at me, and you picked it",
229,66,test,,,child,and I picked the right one,
230,66,test,,,parent,"alright uh, oh it's your turn I guess",
236,66,test,,,child,"because I always do that, with one feet up, one tummy , like xxx",
237,66,test,,,parent,"that's good, mhm",
241,66,test,,,parent,think I know that one,
242,66,test,,,child,and that's a xxx because,
243,66,test,,,parent,oh there's another round,
244,66,test,,,child,noooo,
245,66,test,,,parent,"this one you get to start this time, cause it looks like you must have the blue box",
246,66,test,,,child,because but I just like literally just did my turn,
247,66,test,,,parent,"I know but you get to start this round, alright",
248,66,test,,,child,"so I get two turns, woohoo!",
249,66,test,,,parent,"okay, look at your iPad, which one has the blue box?",
253,66,test,,,child,now I think I wanna subscribe it with a singing voice,
254,66,test,,,parent,oh you wanna use your singing voice? okay,
258,66,test,,,parent,I like that you're making songs now,
259,66,test,,,child,"um ,mommy",
260,66,test,,,parent,"after the helps, helps xxx, helps you with my xxx",
261,66,test,,,child,"so xxx and Maya have like this type of um iPad, except, the case is pink",
262,66,test,,,parent,"oh okay, let's stick to the game though",
272,66,test,,,child,"ar- are they, are they, are they, are they behind the corner?",
273,66,test,,,parent,"um I think they might be in another room, but there's a camera somewhere, I'm not sure where, there's definitely a recorder here",
274,66,test,,,parent,"um okay your turn, cause you have the blue box",
278,66,test,,,child,that was actually really good singing,
282,66,test,,,parent,"okay, your turn",
