,subid,target,rep_num,person,age,word,tfidf,final_match
93,4,C1,1,child,6,carry,0.0,False
94,4,C1,1,child,6,say,0.0,False
95,4,C1,1,child,6,tray,0.0,False
96,4,C1,1,child,6,go,0.0,False
97,4,C1,1,child,6,hat,0.0,False
98,4,C1,1,child,6,little,0.0,False
99,4,C1,1,child,6,ok,0.0,False
100,4,C1,1,child,6,remember,0.0,False
101,4,C1,1,child,6,tangram,0.0,False
102,4,D1,1,parent,6,away,0.0,False
103,4,D1,1,parent,6,like,0.0,True
104,4,D1,1,parent,6,look,0.0,True
105,4,D1,1,parent,6,walk,0.0,False
106,4,D1,1,parent,6,zzz,0.0,False
107,4,D1,1,parent,6,hand,0.0,False
108,4,D1,1,parent,6,person,1.3219281435012817,True
109,4,D1,1,parent,6,pocket,0.0,False
110,4,D1,1,parent,6,bend,0.0,False
111,4,D1,1,parent,6,bendi,0.0,False
112,4,D1,1,parent,6,guy,0.0,False
113,4,D1,1,parent,6,kinda,0.0,False
114,4,D1,1,parent,6,swim,3.321928024291992,True
115,4,D1,1,parent,6,joy,0.0,False
116,4,D1,1,parent,6,jump,0.0,False
117,4,D1,1,parent,6,apart,0.0,False
118,4,D1,1,parent,6,foot,0.0,False
119,4,D1,1,parent,6,make,0.0,False
120,4,D1,1,parent,6,raise,0.0,False
121,4,D1,1,parent,6,shape,0.0,False
122,4,D1,1,parent,6,triangle,0.0,False
123,4,D1,1,parent,6,ground,0.0,False
124,4,D1,1,parent,6,kneel,0.0,False
125,4,D1,1,parent,6,maybe,0.0,False
126,4,D1,1,parent,6,hungry,0.0,False
127,4,D1,1,parent,6,carry,0.0,False
128,4,D1,1,parent,6,say,0.0,False
129,4,D1,1,parent,6,tray,0.0,False
130,4,D1,1,parent,6,go,0.0,False
131,4,D1,1,parent,6,hat,0.0,False
132,4,D1,1,parent,6,little,0.0,False
133,4,D1,1,parent,6,ok,0.0,False
134,4,D1,1,parent,6,remember,0.0,False
135,4,D1,1,parent,6,tangram,0.0,False
136,4,E1,1,child,6,away,0.0,False
137,4,E1,1,child,6,like,0.0,False
138,4,E1,1,child,6,look,0.0,False
139,4,E1,1,child,6,walk,0.0,False
140,4,E1,1,child,6,zzz,0.0,False
141,4,E1,1,child,6,hand,0.0,False
142,4,E1,1,child,6,person,1.3219281435012817,True
143,4,E1,1,child,6,pocket,0.0,False
144,4,E1,1,child,6,bend,0.0,False
145,4,E1,1,child,6,bendi,0.0,False
146,4,E1,1,child,6,guy,0.0,False
147,4,E1,1,child,6,kinda,0.0,False
148,4,E1,1,child,6,swim,0.0,False
149,4,E1,1,child,6,joy,3.321928024291992,False
150,4,E1,1,child,6,jump,3.321928024291992,True
151,4,E1,1,child,6,apart,0.0,False
152,4,E1,1,child,6,foot,0.0,False
153,4,E1,1,child,6,make,0.0,False
154,4,E1,1,child,6,raise,0.0,False
155,4,E1,1,child,6,shape,0.0,False
156,4,E1,1,child,6,triangle,0.0,False
157,4,E1,1,child,6,ground,0.0,False
158,4,E1,1,child,6,kneel,0.0,False
159,4,E1,1,child,6,maybe,0.0,False
160,4,E1,1,child,6,hungry,0.0,False
161,4,E1,1,child,6,carry,0.0,False
162,4,E1,1,child,6,say,0.0,False
163,4,E1,1,child,6,tray,0.0,False
164,4,E1,1,child,6,go,0.0,False
165,4,E1,1,child,6,hat,0.0,False
166,4,E1,1,child,6,little,0.0,False
167,4,E1,1,child,6,ok,0.0,False
168,4,E1,1,child,6,remember,0.0,False
169,4,E1,1,child,6,tangram,0.0,False
170,4,F1,1,child,6,away,0.0,False
171,4,F1,1,child,6,like,0.0,False
172,4,F1,1,child,6,look,0.0,False
173,4,F1,1,child,6,walk,0.0,False
174,4,F1,1,child,6,zzz,0.0,False
175,4,F1,1,child,6,hand,2.321928024291992,False
176,4,F1,1,child,6,person,1.3219281435012817,True
177,4,F1,1,child,6,pocket,0.0,False
178,4,F1,1,child,6,bend,0.0,False
179,4,F1,1,child,6,bendi,0.0,False
180,4,F1,1,child,6,guy,0.0,False
181,4,F1,1,child,6,kinda,0.0,False
182,4,F1,1,child,6,swim,0.0,False
183,4,F1,1,child,6,joy,0.0,False
184,4,F1,1,child,6,jump,0.0,False
185,4,F1,1,child,6,apart,3.321928024291992,False
186,4,F1,1,child,6,foot,3.321928024291992,False
187,4,F1,1,child,6,make,3.321928024291992,False
188,4,F1,1,child,6,raise,3.321928024291992,False
189,4,F1,1,child,6,shape,3.321928024291992,False
190,4,F1,1,child,6,triangle,3.321928024291992,False
191,4,F1,1,child,6,ground,0.0,False
192,4,F1,1,child,6,kneel,0.0,False
193,4,F1,1,child,6,maybe,0.0,False
194,4,F1,1,child,6,hungry,0.0,False
195,4,F1,1,child,6,carry,0.0,False
196,4,F1,1,child,6,say,0.0,True
197,4,F1,1,child,6,tray,0.0,False
198,4,F1,1,child,6,go,0.0,False
199,4,F1,1,child,6,hat,0.0,False
200,4,F1,1,child,6,little,0.0,False
201,4,F1,1,child,6,ok,0.0,False
202,4,F1,1,child,6,remember,0.0,False
203,4,F1,1,child,6,tangram,0.0,False
204,4,G1,1,parent,6,away,0.0,False
205,4,G1,1,parent,6,like,0.0,False
206,4,G1,1,parent,6,look,0.0,False
207,4,G1,1,parent,6,walk,0.0,False
208,4,G1,1,parent,6,zzz,0.0,False
209,4,G1,1,parent,6,hand,0.0,False
210,4,G1,1,parent,6,person,0.0,True
211,4,G1,1,parent,6,pocket,0.0,False
212,4,G1,1,parent,6,bend,0.0,False
213,4,G1,1,parent,6,bendi,0.0,False
214,4,G1,1,parent,6,guy,0.0,False
215,4,G1,1,parent,6,kinda,0.0,False
216,4,G1,1,parent,6,swim,0.0,False
217,4,G1,1,parent,6,joy,0.0,False
218,4,G1,1,parent,6,jump,0.0,False
219,4,G1,1,parent,6,apart,0.0,False
220,4,G1,1,parent,6,foot,0.0,False
221,4,G1,1,parent,6,make,0.0,False
222,4,G1,1,parent,6,raise,0.0,False
223,4,G1,1,parent,6,shape,0.0,False
224,4,G1,1,parent,6,triangle,0.0,False
225,4,G1,1,parent,6,ground,3.321928024291992,False
226,4,G1,1,parent,6,kneel,3.321928024291992,False
227,4,G1,1,parent,6,maybe,3.321928024291992,False
228,4,G1,1,parent,6,hungry,0.0,False
229,4,G1,1,parent,6,carry,0.0,False
230,4,G1,1,parent,6,say,0.0,False
231,4,G1,1,parent,6,tray,0.0,False
232,4,G1,1,parent,6,go,0.0,False
233,4,G1,1,parent,6,hat,0.0,False
234,4,G1,1,parent,6,little,0.0,False
235,4,G1,1,parent,6,ok,0.0,False
236,4,G1,1,parent,6,remember,0.0,False
237,4,G1,1,parent,6,tangram,0.0,False
238,4,H1,1,parent,6,away,0.0,False
239,4,H1,1,parent,6,like,0.0,True
240,4,H1,1,parent,6,look,0.0,True
241,4,H1,1,parent,6,walk,0.0,False
242,4,H1,1,parent,6,zzz,0.0,True
243,4,H1,1,parent,6,hand,0.0,False
244,4,H1,1,parent,6,person,0.0,True
245,4,H1,1,parent,6,pocket,0.0,False
246,4,H1,1,parent,6,bend,0.0,False
247,4,H1,1,parent,6,bendi,0.0,False
248,4,H1,1,parent,6,guy,0.0,False
249,4,H1,1,parent,6,kinda,0.0,False
250,4,H1,1,parent,6,swim,0.0,False
251,4,H1,1,parent,6,joy,0.0,False
252,4,H1,1,parent,6,jump,0.0,False
253,4,H1,1,parent,6,apart,0.0,False
254,4,H1,1,parent,6,foot,0.0,False
255,4,H1,1,parent,6,make,0.0,False
256,4,H1,1,parent,6,raise,0.0,False
257,4,H1,1,parent,6,shape,0.0,False
258,4,H1,1,parent,6,triangle,0.0,False
259,4,H1,1,parent,6,ground,0.0,False
260,4,H1,1,parent,6,kneel,0.0,False
261,4,H1,1,parent,6,maybe,0.0,False
262,4,H1,1,parent,6,hungry,3.321928024291992,False
263,4,H1,1,parent,6,carry,0.0,False
264,4,H1,1,parent,6,say,0.0,False
265,4,H1,1,parent,6,tray,0.0,False
266,4,H1,1,parent,6,go,0.0,False
267,4,H1,1,parent,6,hat,0.0,False
268,4,H1,1,parent,6,little,0.0,False
269,4,H1,1,parent,6,ok,0.0,False
270,4,H1,1,parent,6,remember,0.0,False
271,4,H1,1,parent,6,tangram,0.0,False
272,4,I1,1,parent,6,away,0.0,False
273,4,I1,1,parent,6,like,0.0,False
274,4,I1,1,parent,6,look,0.0,False
275,4,I1,1,parent,6,walk,0.0,False
276,4,I1,1,parent,6,zzz,0.0,False
277,4,I1,1,parent,6,hand,0.0,False
278,4,I1,1,parent,6,person,0.0,True
279,4,I1,1,parent,6,pocket,0.0,False
280,4,I1,1,parent,6,bend,0.0,False
281,4,I1,1,parent,6,bendi,0.0,False
282,4,I1,1,parent,6,guy,1.736965537071228,False
283,4,I1,1,parent,6,kinda,0.0,False
284,4,I1,1,parent,6,swim,0.0,False
285,4,I1,1,parent,6,joy,0.0,False
286,4,I1,1,parent,6,jump,0.0,False
287,4,I1,1,parent,6,apart,0.0,False
288,4,I1,1,parent,6,foot,0.0,False
289,4,I1,1,parent,6,make,0.0,False
290,4,I1,1,parent,6,raise,0.0,False
291,4,I1,1,parent,6,shape,0.0,False
292,4,I1,1,parent,6,triangle,0.0,False
293,4,I1,1,parent,6,ground,0.0,False
294,4,I1,1,parent,6,kneel,0.0,False
295,4,I1,1,parent,6,maybe,0.0,False
296,4,I1,1,parent,6,hungry,0.0,False
297,4,I1,1,parent,6,carry,3.321928024291992,False
298,4,I1,1,parent,6,say,3.321928024291992,False
299,4,I1,1,parent,6,tray,3.321928024291992,False
300,4,I1,1,parent,6,go,0.0,False
301,4,I1,1,parent,6,hat,0.0,False
302,4,I1,1,parent,6,little,0.0,False
303,4,I1,1,parent,6,ok,0.0,False
304,4,I1,1,parent,6,remember,0.0,False
305,4,I1,1,parent,6,tangram,0.0,False
306,4,K1,1,parent,6,away,0.0,False
307,4,K1,1,parent,6,like,0.0,False
308,4,K1,1,parent,6,look,0.0,False
309,4,K1,1,parent,6,walk,0.0,False
310,4,K1,1,parent,6,zzz,0.0,False
311,4,K1,1,parent,6,hand,0.0,False
312,4,K1,1,parent,6,person,0.0,True
313,4,K1,1,parent,6,pocket,0.0,False
314,4,K1,1,parent,6,bend,0.0,False
315,4,K1,1,parent,6,bendi,0.0,False
316,4,K1,1,parent,6,guy,1.736965537071228,False
317,4,K1,1,parent,6,kinda,0.0,False
318,4,K1,1,parent,6,swim,0.0,False
319,4,K1,1,parent,6,joy,0.0,False
320,4,K1,1,parent,6,jump,0.0,False
321,4,K1,1,parent,6,apart,0.0,False
322,4,K1,1,parent,6,foot,0.0,False
323,4,K1,1,parent,6,make,0.0,False
324,4,K1,1,parent,6,raise,0.0,False
325,4,K1,1,parent,6,shape,0.0,False
326,4,K1,1,parent,6,triangle,0.0,False
327,4,K1,1,parent,6,ground,0.0,False
328,4,K1,1,parent,6,kneel,0.0,False
329,4,K1,1,parent,6,maybe,0.0,False
330,4,K1,1,parent,6,hungry,0.0,False
331,4,K1,1,parent,6,carry,0.0,False
332,4,K1,1,parent,6,say,0.0,False
333,4,K1,1,parent,6,tray,0.0,False
334,4,K1,1,parent,6,go,3.321928024291992,False
335,4,K1,1,parent,6,hat,3.321928024291992,False
336,4,K1,1,parent,6,little,3.321928024291992,False
337,4,K1,1,parent,6,ok,3.321928024291992,False
338,4,K1,1,parent,6,remember,3.321928024291992,False
339,4,K1,1,parent,6,tangram,3.321928024291992,False
340,4,A1,2,parent,6,away,3.321928024291992,False
341,4,A1,2,parent,6,like,0.32192808389663696,False
342,4,A1,2,parent,6,look,0.32192808389663696,False
343,4,A1,2,parent,6,person,0.32192808389663696,True
344,4,A1,2,parent,6,run,3.321928024291992,False
345,4,A1,2,parent,6,zzz,2.321928024291992,False
346,4,A1,2,parent,6,bad,0.0,False
347,4,A1,2,parent,6,day,0.0,False
348,4,A1,2,parent,6,drop,0.0,False
349,4,A1,2,parent,6,ground,0.0,False
350,4,A1,2,parent,6,key,0.0,False
351,4,A1,2,parent,6,swim,0.0,False
352,4,A1,2,parent,6,good,0.0,False
353,4,A1,2,parent,6,job,0.0,False
354,4,A1,2,parent,6,oh,0.0,False
355,4,A1,2,parent,6,yeah,0.0,False
356,4,A1,2,parent,6,okay,0.0,False
357,4,A1,2,parent,6,say,0.0,False
358,4,A1,2,parent,6,wait,0.0,False
359,4,A1,2,parent,6,bench,0.0,False
360,4,A1,2,parent,6,sit,0.0,False
361,4,A1,2,parent,6,uh,0.0,False
362,4,A1,2,parent,6,mhm,0.0,False
363,4,A1,2,parent,6,monk,0.0,False
364,4,A1,2,parent,6,dog,0.0,False
365,4,A1,2,parent,6,water,0.0,False
366,4,A1,2,parent,6,eat,0.0,False
367,4,A1,2,parent,6,food,0.0,False
368,4,A1,2,parent,6,ready,0.0,False
369,4,B1,2,parent,6,away,0.0,False
370,4,B1,2,parent,6,like,0.0,False
371,4,B1,2,parent,6,look,0.0,True
372,4,B1,2,parent,6,person,0.32192808389663696,True
373,4,B1,2,parent,6,run,0.0,False
374,4,B1,2,parent,6,zzz,0.0,True
375,4,B1,2,parent,6,bad,3.321928024291992,False
376,4,B1,2,parent,6,day,3.321928024291992,False
377,4,B1,2,parent,6,drop,0.0,False
378,4,B1,2,parent,6,ground,0.0,False
379,4,B1,2,parent,6,key,0.0,False
380,4,B1,2,parent,6,swim,0.0,False
381,4,B1,2,parent,6,good,0.0,False
382,4,B1,2,parent,6,job,0.0,False
383,4,B1,2,parent,6,oh,0.0,False
384,4,B1,2,parent,6,yeah,0.0,False
385,4,B1,2,parent,6,okay,0.0,False
386,4,B1,2,parent,6,say,0.0,False
387,4,B1,2,parent,6,wait,0.0,False
388,4,B1,2,parent,6,bench,0.0,False
389,4,B1,2,parent,6,sit,0.0,False
390,4,B1,2,parent,6,uh,0.0,False
391,4,B1,2,parent,6,mhm,0.0,False
392,4,B1,2,parent,6,monk,0.0,False
393,4,B1,2,parent,6,dog,0.0,False
394,4,B1,2,parent,6,water,0.0,False
395,4,B1,2,parent,6,eat,0.0,False
396,4,B1,2,parent,6,food,0.0,False
397,4,B1,2,parent,6,ready,0.0,False
398,4,C1,2,parent,6,away,0.0,False
399,4,C1,2,parent,6,like,0.32192808389663696,False
400,4,C1,2,parent,6,look,0.32192808389663696,False
401,4,C1,2,parent,6,person,0.32192808389663696,True
402,4,C1,2,parent,6,run,0.0,False
403,4,C1,2,parent,6,zzz,0.0,False
404,4,C1,2,parent,6,bad,0.0,False
405,4,C1,2,parent,6,day,0.0,False
406,4,C1,2,parent,6,drop,3.321928024291992,False
407,4,C1,2,parent,6,ground,3.321928024291992,False
408,4,C1,2,parent,6,key,3.321928024291992,False
409,4,C1,2,parent,6,swim,0.0,False
410,4,C1,2,parent,6,good,0.0,False
411,4,C1,2,parent,6,job,0.0,False
412,4,C1,2,parent,6,oh,0.0,False
413,4,C1,2,parent,6,yeah,0.0,False
414,4,C1,2,parent,6,okay,0.0,False
415,4,C1,2,parent,6,say,0.0,False
416,4,C1,2,parent,6,wait,0.0,False
417,4,C1,2,parent,6,bench,0.0,False
418,4,C1,2,parent,6,sit,0.0,False
419,4,C1,2,parent,6,uh,0.0,False
420,4,C1,2,parent,6,mhm,0.0,False
421,4,C1,2,parent,6,monk,0.0,False
422,4,C1,2,parent,6,dog,0.0,False
423,4,C1,2,parent,6,water,0.0,False
424,4,C1,2,parent,6,eat,0.0,False
425,4,C1,2,parent,6,food,0.0,False
426,4,C1,2,parent,6,ready,0.0,False
427,4,D1,2,child,6,away,0.0,False
428,4,D1,2,child,6,like,0.32192808389663696,True
429,4,D1,2,child,6,look,0.32192808389663696,True
430,4,D1,2,child,6,person,0.32192808389663696,True
431,4,D1,2,child,6,run,0.0,False
432,4,D1,2,child,6,zzz,0.0,False
433,4,D1,2,child,6,bad,0.0,False
434,4,D1,2,child,6,day,0.0,False
435,4,D1,2,child,6,drop,0.0,False
436,4,D1,2,child,6,ground,0.0,False
437,4,D1,2,child,6,key,0.0,False
438,4,D1,2,child,6,swim,3.321928024291992,True
439,4,D1,2,child,6,good,0.0,False
440,4,D1,2,child,6,job,0.0,False
441,4,D1,2,child,6,oh,0.0,False
442,4,D1,2,child,6,yeah,0.0,False
443,4,D1,2,child,6,okay,0.0,False
444,4,D1,2,child,6,say,0.0,False
445,4,D1,2,child,6,wait,0.0,False
446,4,D1,2,child,6,bench,0.0,False
447,4,D1,2,child,6,sit,0.0,False
448,4,D1,2,child,6,uh,0.0,False
449,4,D1,2,child,6,mhm,0.0,False
450,4,D1,2,child,6,monk,0.0,False
451,4,D1,2,child,6,dog,0.0,False
452,4,D1,2,child,6,water,0.0,False
453,4,D1,2,child,6,eat,0.0,False
454,4,D1,2,child,6,food,0.0,False
455,4,D1,2,child,6,ready,0.0,False
456,4,E1,2,parent,6,away,0.0,False
457,4,E1,2,parent,6,like,0.32192808389663696,False
458,4,E1,2,parent,6,look,0.32192808389663696,False
459,4,E1,2,parent,6,person,0.32192808389663696,True
460,4,E1,2,parent,6,run,0.0,False
461,4,E1,2,parent,6,zzz,0.0,False
462,4,E1,2,parent,6,bad,0.0,False
463,4,E1,2,parent,6,day,0.0,False
464,4,E1,2,parent,6,drop,0.0,False
465,4,E1,2,parent,6,ground,0.0,False
466,4,E1,2,parent,6,key,0.0,False
467,4,E1,2,parent,6,swim,0.0,False
468,4,E1,2,parent,6,good,3.321928024291992,False
469,4,E1,2,parent,6,job,3.321928024291992,False
470,4,E1,2,parent,6,oh,3.321928024291992,False
471,4,E1,2,parent,6,yeah,3.321928024291992,False
472,4,E1,2,parent,6,okay,0.0,False
473,4,E1,2,parent,6,say,0.0,False
474,4,E1,2,parent,6,wait,0.0,False
475,4,E1,2,parent,6,bench,0.0,False
476,4,E1,2,parent,6,sit,0.0,False
477,4,E1,2,parent,6,uh,0.0,False
478,4,E1,2,parent,6,mhm,0.0,False
479,4,E1,2,parent,6,monk,0.0,False
480,4,E1,2,parent,6,dog,0.0,False
481,4,E1,2,parent,6,water,0.0,False
482,4,E1,2,parent,6,eat,0.0,False
483,4,E1,2,parent,6,food,0.0,False
484,4,E1,2,parent,6,ready,0.0,False
485,4,F1,2,parent,6,away,0.0,False
486,4,F1,2,parent,6,like,0.0,False
487,4,F1,2,parent,6,look,0.0,False
488,4,F1,2,parent,6,person,0.32192808389663696,True
489,4,F1,2,parent,6,run,0.0,True
490,4,F1,2,parent,6,zzz,0.0,False
491,4,F1,2,parent,6,bad,0.0,False
492,4,F1,2,parent,6,day,0.0,False
493,4,F1,2,parent,6,drop,0.0,False
494,4,F1,2,parent,6,ground,0.0,False
495,4,F1,2,parent,6,key,0.0,False
496,4,F1,2,parent,6,swim,0.0,False
497,4,F1,2,parent,6,good,0.0,False
498,4,F1,2,parent,6,job,0.0,False
499,4,F1,2,parent,6,oh,0.0,False
500,4,F1,2,parent,6,yeah,0.0,False
501,4,F1,2,parent,6,okay,3.321928024291992,False
502,4,F1,2,parent,6,say,3.321928024291992,True
503,4,F1,2,parent,6,wait,2.321928024291992,False
504,4,F1,2,parent,6,bench,0.0,False
505,4,F1,2,parent,6,sit,0.0,False
506,4,F1,2,parent,6,uh,0.0,False
507,4,F1,2,parent,6,mhm,0.0,False
508,4,F1,2,parent,6,monk,0.0,False
509,4,F1,2,parent,6,dog,0.0,False
510,4,F1,2,parent,6,water,0.0,False
511,4,F1,2,parent,6,eat,0.0,False
512,4,F1,2,parent,6,food,0.0,False
513,4,F1,2,parent,6,ready,0.0,False
514,4,G1,2,child,6,away,0.0,False
515,4,G1,2,child,6,like,0.32192808389663696,False
516,4,G1,2,child,6,look,0.32192808389663696,False
517,4,G1,2,child,6,person,0.32192808389663696,True
518,4,G1,2,child,6,run,0.0,False
519,4,G1,2,child,6,zzz,0.0,False
520,4,G1,2,child,6,bad,0.0,False
521,4,G1,2,child,6,day,0.0,False
522,4,G1,2,child,6,drop,0.0,False
523,4,G1,2,child,6,ground,0.0,False
524,4,G1,2,child,6,key,0.0,False
525,4,G1,2,child,6,swim,0.0,False
526,4,G1,2,child,6,good,0.0,False
527,4,G1,2,child,6,job,0.0,False
528,4,G1,2,child,6,oh,0.0,True
529,4,G1,2,child,6,yeah,0.0,False
530,4,G1,2,child,6,okay,0.0,False
531,4,G1,2,child,6,say,0.0,False
532,4,G1,2,child,6,wait,0.0,True
533,4,G1,2,child,6,bench,3.321928024291992,True
534,4,G1,2,child,6,sit,3.321928024291992,False
535,4,G1,2,child,6,uh,3.321928024291992,False
536,4,G1,2,child,6,mhm,0.0,False
537,4,G1,2,child,6,monk,0.0,False
538,4,G1,2,child,6,dog,0.0,False
539,4,G1,2,child,6,water,0.0,False
540,4,G1,2,child,6,eat,0.0,False
541,4,G1,2,child,6,food,0.0,False
542,4,G1,2,child,6,ready,0.0,False
543,4,H1,2,child,6,away,0.0,False
544,4,H1,2,child,6,like,0.32192808389663696,True
545,4,H1,2,child,6,look,0.32192808389663696,True
546,4,H1,2,child,6,person,0.0,True
547,4,H1,2,child,6,run,0.0,False
548,4,H1,2,child,6,zzz,0.0,True
549,4,H1,2,child,6,bad,0.0,False
550,4,H1,2,child,6,day,0.0,False
551,4,H1,2,child,6,drop,0.0,False
552,4,H1,2,child,6,ground,0.0,False
553,4,H1,2,child,6,key,0.0,False
554,4,H1,2,child,6,swim,0.0,False
555,4,H1,2,child,6,good,0.0,False
556,4,H1,2,child,6,job,0.0,False
557,4,H1,2,child,6,oh,0.0,False
558,4,H1,2,child,6,yeah,0.0,False
559,4,H1,2,child,6,okay,0.0,False
560,4,H1,2,child,6,say,0.0,False
561,4,H1,2,child,6,wait,0.0,False
562,4,H1,2,child,6,bench,0.0,False
563,4,H1,2,child,6,sit,0.0,False
564,4,H1,2,child,6,uh,0.0,False
565,4,H1,2,child,6,mhm,3.321928024291992,False
566,4,H1,2,child,6,monk,3.321928024291992,False
567,4,H1,2,child,6,dog,0.0,False
568,4,H1,2,child,6,water,0.0,False
569,4,H1,2,child,6,eat,0.0,False
570,4,H1,2,child,6,food,0.0,False
571,4,H1,2,child,6,ready,0.0,False
572,4,I1,2,child,6,away,0.0,False
573,4,I1,2,child,6,like,0.32192808389663696,False
574,4,I1,2,child,6,look,0.32192808389663696,False
575,4,I1,2,child,6,person,0.0,True
576,4,I1,2,child,6,run,0.0,False
577,4,I1,2,child,6,zzz,2.321928024291992,False
578,4,I1,2,child,6,bad,0.0,False
579,4,I1,2,child,6,day,0.0,False
580,4,I1,2,child,6,drop,0.0,False
581,4,I1,2,child,6,ground,0.0,False
582,4,I1,2,child,6,key,0.0,False
583,4,I1,2,child,6,swim,0.0,False
584,4,I1,2,child,6,good,0.0,False
585,4,I1,2,child,6,job,0.0,False
586,4,I1,2,child,6,oh,0.0,False
587,4,I1,2,child,6,yeah,0.0,False
588,4,I1,2,child,6,okay,0.0,False
589,4,I1,2,child,6,say,0.0,False
590,4,I1,2,child,6,wait,0.0,False
591,4,I1,2,child,6,bench,0.0,False
592,4,I1,2,child,6,sit,0.0,False
593,4,I1,2,child,6,uh,0.0,False
594,4,I1,2,child,6,mhm,0.0,False
595,4,I1,2,child,6,monk,0.0,False
596,4,I1,2,child,6,dog,3.321928024291992,False
597,4,I1,2,child,6,water,3.321928024291992,False
598,4,I1,2,child,6,eat,0.0,False
599,4,I1,2,child,6,food,0.0,False
600,4,I1,2,child,6,ready,0.0,False
601,4,K1,2,child,6,away,0.0,False
602,4,K1,2,child,6,like,0.32192808389663696,False
603,4,K1,2,child,6,look,0.32192808389663696,False
604,4,K1,2,child,6,person,0.32192808389663696,True
